fold,macro_f1,weighted_f1,accuracy,minority_recall,run_id
1,0.7729216355477406,0.8899613114995596,0.8899414878796322,0.5932415519399249,cnn_cv_fold_1
2,0.7752352157461562,0.8950739016796169,0.8969952046457744,0.5690058479532164,cnn_cv_fold_2
3,0.7677030103258378,0.8944433648576056,0.8963939522810929,0.4988304093567251,cnn_cv_fold_3
