k_folds,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,accuracy_mean,accuracy_std,minority_recall_mean,minority_recall_std
3,0.7719532872065781,0.0038583420669819476,0.8931595260122607,0.0027876201719238738,0.8944435482688332,0.003910471443767093,0.5536926030832888,0.04903302522077434
