epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_weighted_f1
1,0.4804151894569882,0.8064847267234679,0.38264063377706004,0.8464339834775383,0.5908334367735593,0.834882653725142
2,0.33969850515814987,0.8619808088066363,0.31633047576482537,0.8670381776409053,0.7313104114026612,0.8674021471230927
3,0.28909123763885275,0.8825113773567382,0.2550006028329043,0.8971501197634062,0.7633814098724345,0.895701310678336
4,0.2604510796349922,0.8935392256065072,0.24978133205526729,0.8973212103436476,0.7592659639617255,0.8948095922807547
5,0.2393807268373808,0.9033547926656988,0.26342133017248753,0.8896954587671702,0.7725416991458977,0.8914361479772429
6,0.22188846288941436,0.9098170335283737,0.24343343421990918,0.9005230483453097,0.7534723979745723,0.897571808332319
7,0.20649171271713207,0.9166312269947647,0.25860113017095315,0.8927506477000537,0.7579106865756303,0.8949161887264948
8,0.18929438858694478,0.9236116203017993,0.2632166291133845,0.8920662853790878,0.7716007468661608,0.8925432614147377
9,0.16894103029459917,0.9322344590928422,0.2430264281977882,0.9046292222711052,0.7921285245892714,0.9044680307570339
10,0.14942051183055774,0.9403391454395252,0.2559865225140531,0.9015007088038325,0.7845271961384578,0.9016062161985415
11,0.1274764806530117,0.9493872602933916,0.3230443059889669,0.8872513076208632,0.7499745437612274,0.8852185418304828
12,0.10795010719436947,0.9575799347910037,0.3296546685599206,0.8973212103436476,0.7666666631481368,0.8969177956704232
