feature,perm_macro_f1_drop_mean,perm_macro_f1_drop_std
emb_291,3.112731806562685e-05,0.0002193349319788324
emb_57,3.02245514744115e-05,8.593739787641415e-05
emb_489,2.8030998002637197e-05,1.9412767984198923e-05
emb_67,2.6368363319373422e-05,0.0
emb_336,2.6368363319373422e-05,0.0
emb_453,2.465410462626494e-05,0.0001435487155250732
emb_97,2.3236454560371378e-05,0.00026436918890204925
emb_102,2.297646793865127e-05,0.00010167322412365181
emb_76,2.2464560517465593e-05,0.00023206012902971578
emb_176,1.9666529599260406e-05,0.00020601873219756146
emb_313,1.9424704724912976e-05,0.00017917330541630423
emb_296,1.8569364475862216e-05,2.3093853963911413e-05
emb_464,1.6984962416977112e-05,9.801259672260249e-05
emb_268,1.6973388651519982e-05,3.581373167842504e-05
emb_207,1.3543686833683566e-05,0.00018401695670263916
emb_123,1.2212952376389197e-05,4.38693428563505e-05
emb_179,1.208841869275723e-05,7.609409555096314e-05
emb_39,1.1960264983579272e-05,4.254000790718564e-05
emb_2,1.1484958612451024e-05,0.0005553619124067966
emb_503,1.0762854535850685e-05,9.695432072139483e-05
emb_429,9.929276646336582e-06,0.0004040997359125984
emb_160,9.39549704368492e-06,0.0002042321300986529
emb_49,8.651621983868373e-06,0.0007649321551313503
emb_109,7.038879058218761e-06,0.0003416812271668433
emb_350,6.936541364588322e-06,1.3873082729176644e-05
emb_54,6.936541364588322e-06,1.3873082729176644e-05
emb_342,1.6617333579382888e-06,1.941480544057642e-05
emb_488,0.0,0.0
emb_385,0.0,0.0
emb_22,0.0,0.0
emb_505,0.0,0.0
emb_454,0.0,0.0
emb_338,0.0,0.0
emb_14,0.0,0.0
emb_486,0.0,0.0
emb_316,0.0,0.0
emb_317,0.0,0.0
emb_332,0.0,0.0
emb_202,0.0,0.0
emb_148,-1.1353427753491018e-09,1.667861244452274e-05
emb_433,-5.732471628050462e-07,0.0006090854281605283
emb_242,-6.156348912877974e-07,5.931201125807347e-05
emb_104,-2.4790161677001877e-06,4.958032335400375e-06
emb_480,-2.6777304844793904e-06,0.00015089202493272046
emb_233,-5.274808006650034e-06,1.0549616013300067e-05
emb_253,-5.274808006650034e-06,1.0549616013300067e-05
emb_496,-5.498671037473813e-06,6.73446915261552e-06
emb_400,-1.1047321740620397e-05,0.000192212789300912
emb_120,-1.1700714665208167e-05,0.00021459856439157867
emb_28,-1.4045672506424189e-05,4.737682565347803e-05
emb_161,-1.4155028337370367e-05,0.0001647803099159762
emb_155,-1.564461230598724e-05,3.679857203685588e-05
emb_495,-1.609109226279326e-05,0.00024756504282550816
emb_380,-1.7331102655693266e-05,3.47684738650981e-05
emb_95,-1.745724692470141e-05,0.000518815387142751
emb_466,-1.9168073741870906e-05,0.00018476714779578236
emb_507,-2.0772992812179148e-05,2.115056916138354e-05
emb_493,-2.1100367836268675e-05,1.9738345735996432e-05
emb_66,-2.3034154406564866e-05,3.6644171424502194e-05
emb_308,-2.540353173956511e-05,5.098094565083229e-05
emb_157,-2.5420183587820944e-05,0.00026556442952907613
emb_344,-2.553616951284088e-05,4.4342587778838497e-05
emb_457,-2.5546735385351127e-05,6.974065302052926e-05
emb_41,-2.9651997154367393e-05,0.00015971524396017698
emb_412,-2.9870998412806495e-05,3.241692370759607e-05
emb_335,-3.0265801710438466e-05,3.0451054064420127e-05
emb_128,-3.251875844092478e-05,0.00013986612713247102
emb_103,-3.3195648419548364e-05,0.00044434845253077165
emb_269,-3.35982331795881e-05,0.0001921033695788445
emb_370,-3.6051301028527935e-05,0.0001606580967260873
emb_115,-3.639737038887425e-05,0.00027190166856317277
emb_224,-3.878744781498078e-05,0.0001925591142420161
emb_143,-4.018655493327472e-05,0.0002613163700466585
